instrument,time,measured_temperature,measured_turbidity,cleaned_turbidity,turbidity_1min_avg,turbidity_1min_max,turbidity_1min_min,turbidity_1min_sd
Observator NEP-595,2021-08-20 11:00:14,27.99,4.26,4.26,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 11:10:14,27.99,6.06,6.06,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 11:20:14,27.9,3.56,3.56,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 11:30:14,27.87,3.28,3.28,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 11:40:14,27.93,3.35,3.35,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 11:50:14,27.84,4.03,4.03,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 12:00:14,27.81,5.7,5.7,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 12:10:14,27.87,3.61,3.61,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 12:20:14,27.87,3.56,3.56,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 12:30:14,27.78,3.73,3.73,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 12:40:14,27.9,4.36,4.36,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 12:50:14,27.93,3.42,3.42,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 13:00:14,27.84,3.1,3.1,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 13:10:14,28.14,3.29,3.29,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 13:20:14,28.08,3.15,3.15,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 13:30:14,28.05,2.76,2.76,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 13:40:14,27.87,2.22,2.22,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 13:50:14,28.11,2.32,2.32,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 14:00:14,28.11,2.52,2.52,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 14:10:14,28.41,2.42,2.42,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 14:20:14,28.44,2.31,2.31,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 14:30:14,28.65,3,3,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 14:40:14,28.56,3.27,3.27,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 14:50:14,28.59,2.11,2.11,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 15:00:14,28.62,2.09,2.09,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 15:10:14,28.44,2.18,2.18,not_collected,not_collected,not_collected,not_collected
