instrument,time,measured_pressure,measured_temperature
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:10:47,106.00686,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:11:17,106.03629,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:11:47,106.00686,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:12:17,105.97743,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:12:47,105.97743,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:13:17,105.97743,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:13:47,105.97743,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:14:17,105.97743,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:14:47,105.948,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:15:17,105.948,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:15:47,105.948,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:16:17,105.948,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:16:47,105.91857,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:17:17,105.91857,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:17:47,105.91857,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:18:17,105.91857,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:18:47,105.91857,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:19:17,105.91857,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:19:47,105.88914,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:20:17,105.88914,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:20:47,105.85971,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:21:17,105.88914,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:21:47,105.85971,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:22:17,105.85971,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:22:47,105.85971,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:23:17,105.85971,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:23:47,105.83028,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:24:17,105.83028,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:24:47,105.83028,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:25:17,105.80085,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:25:47,105.83028,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:26:17,105.77142,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:26:47,105.80085,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:27:17,105.77142,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:27:47,105.80085,20.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:28:17,105.77142,20.2
